,A_index,C_flare,K_index,N_PAIRS,N_STATIONS,kurtosis_delay,kurtosis_grad,max_elevation,max_grad,max_phase_delay,mean_code_delay,mean_elevation,mean_grad,mean_phase_delay,min_elevation,min_grad,min_phase_delay,mse,new_regions,radio_flux,std_grad,std_phase,sunsplot_number,sunspot_area,bucket_grad,bucket_grad_mean,k_index_bucket,elev_min_bucket,elev_mean_bucket,elev_max_bucket,grad_elev,BIN_LABEL,LABEL,prn,network,STATIONS,PAIRS,ID,YEAR,DAY,TIME
217,5,1,1,2,2,-0.634167091399,23.6901486773,43.8535780429,1023.19195035,33.2403689664,18.1373985178,20.6156009245,332.963204121,18.168870771,5.70478435504,294.17655365,10.2099405121,0.655022082049,0,136,124.595396643,4.49979383737,150,680,5,3,1,0,1,2,51,0.0,3.0,GPS 6,regme,"'quem', 'epec'",'epecquem',221,2014,24,74310
218,5,1,3,3,4,9.34532376008,23.0098332461,70.8403189719,3219.00822443,34.1458668929,1.78597182527,36.3690367526,110.839896335,1.93719854539,4.50033594529,0.0394929303157,-18.9245324252,2.98759773944,0,136,234.031414622,4.63257632774,150,680,5,2,2,0,2,3,52,0.0,3.0,GPS 9,regme,"'ibec', 'quem', 'cxec', 'epec'","'epecibec', 'epecquem', 'epeccxec'",222,2014,24,19470
219,8,1,8,2,3,2.62459930829,1.94259715597,65.6757967178,248.274227982,33.4894206771,14.1893128145,32.2036948016,61.9787834514,14.0100458569,5.45821102246,0.152605103952,3.38012470713,3.58832442621,1,133,69.2375726937,4.32253925967,102,520,3,2,4,0,2,3,32,0.0,3.0,GPS 1,regme,"'epec', 'cxec', 'ibec'","'cxecepec', 'ibecepec'",223,2014,25,4770
220,8,1,2,2,3,2.13428394577,33.8641340162,79.4462059592,91.1923143382,16.5352725326,5.2427297277,40.219936182,16.4781419391,5.26882994484,2.00996700795,0.00293153155611,2.59018165478,0.556143599667,1,133,9.61672145678,2.45581397728,102,520,2,1,2,0,2,3,22,0.0,3.0,GPS 10,regme,"'njec', 'clec', 'mhec'","'mhecclec', 'mhecnjec'",224,2014,25,23550
221,8,1,8,2,2,3.14375479871,-0.907831837896,70.9431022827,346.393210373,15.9756466017,1.31321301277,38.1915164206,158.273066101,1.29285297972,6.69779502655,38.6884984176,-4.64471241281,0.689320921607,1,133,97.4993940083,3.57029030433,102,520,3,2,4,0,2,3,32,0.0,3.0,GPS 11,regme,"'quem', 'epec'",'quemepec',225,2014,25,180
223,8,1,2,2,3,2.62960318407,49.4911551991,63.6061308182,341.474618652,23.9347319486,4.36976031912,29.8433772347,23.6620805371,4.49844128439,3.68557870116,0.000385335203267,-14.6320082787,1.42015722557,1,133,37.9974142668,5.60809510453,102,520,3,1,2,0,1,3,31,0.0,3.0,GPS 13,regme,"'njec', 'gyec', 'mhec'","'mhecnjec', 'njecgyec'",228,2014,25,37350
224,8,1,2,2,3,1.83647377931,11.3339082043,61.6197474827,76.6009930119,18.0188594734,2.18129989603,28.7503086247,14.3600814799,2.23051784759,5.21582286466,0.00199687588267,-3.30849407721,0.56428776727,1,133,11.6790784811,4.89637544016,102,520,2,1,2,0,1,3,21,0.0,3.0,GPS 13,regme,"'quem', 'cxec', 'epec'","'cxecquem', 'cxecepec'",229,2014,25,41130
225,8,1,8,4,5,3.37978443762,14.5584519484,72.6007531159,372.287328343,40.8090342617,11.0211614635,44.9788588378,58.7101579163,11.2826600751,6.93063504265,0.0043876569273,-12.6009160371,3.52790320727,1,133,57.0185356051,5.53522433498,102,520,3,2,4,0,2,3,32,0.0,3.0,GPS 16,regme,"'njec', 'clec', 'ljec', 'mhec', 'gzec'","'mhecclec', 'mhecnjec', 'ljecclec', 'gzecljec'",230,2014,25,8970
226,8,1,3,5,6,0.191593457024,11.9731853207,72.6039808841,379.322693166,40.8090342617,12.6464002869,41.6818823284,82.2161469313,12.8669696493,6.93063504265,0.00020865109446,-0.109780678435,3.61934737858,1,133,54.2159513594,6.69543305715,102,520,3,2,2,0,2,3,32,0.0,3.0,GPS 16,regme,"'maec', 'gyec', 'njec', 'erec', 'mhec', 'alec'","'njecgyec', 'erecmaec', 'mhecnjec', 'maecalec', 'erecalec'",231,2014,25,12390
229,8,1,8,2,3,1.07171507211,73.2522343227,37.4136059543,271.538246489,23.6139055472,3.99230623677,30.1899017528,12.287360509,4.04241329481,10.4931723641,0.00267466873783,-0.877870908514,0.998898152545,1,133,26.4799329609,5.51552907069,102,520,3,1,4,0,2,2,32,0.0,3.0,GPS 20,regme,"'clec', 'ljec', 'mhec'","'mhecclec', 'ljecclec'",234,2014,25,300
230,8,1,2,2,3,1.07171507211,73.2522343227,37.4136059543,271.538246489,23.6139055472,3.99230623677,30.1899017528,12.287360509,4.04241329481,10.4931723641,0.00267466873783,-0.877870908514,0.998898152545,1,133,26.4799329609,5.51552907069,102,520,3,1,2,0,2,2,32,0.0,3.0,GPS 20,regme,"'clec', 'ljec', 'mhec'","'mhecclec', 'ljecclec'",235,2014,25,32880
231,8,1,2,3,5,4.33994600383,97.9429117182,74.4189595994,230.063725297,25.8686658961,3.97920860161,41.4530688095,11.2860784975,3.75925396343,1.71276641685,0.00152838429058,0.48293942726,0.790650956545,1,133,13.6404530775,2.30899798952,102,520,3,1,2,0,2,3,32,0.0,3.0,GPS 22,regme,"'njec', 'erec', 'maec', 'gyec', 'cxec'","'ereccxec', 'erecmaec', 'njecgyec'",236,2014,25,64860
232,8,1,2,2,4,10.8454192202,17.0230051459,66.6644872516,729.590694336,61.8029503908,7.40549435366,33.3228008205,34.3150042672,7.1406361729,3.11987692596,11.6156443022,-25.9521549653,3.86013562464,1,133,64.1258733178,4.84681798576,102,520,4,1,2,0,2,3,42,0.0,3.0,GPS 26,regme,"'njec', 'qvec', 'ecec', 'gyec'","'njecgyec', 'qvececec'",237,2014,25,27510
233,8,1,2,4,6,3.23670644194,24.1493406491,68.5404282859,494.979982385,26.7686689389,5.80887537117,34.396597195,18.9913890655,6.13444466681,2.4644361629,0.00144238994405,-13.7393319292,2.36680241261,1,133,52.4945955234,3.72580326415,102,520,3,1,2,0,2,3,32,0.0,3.0,GPS 26,regme,"'maec', 'cxec', 'ljec', 'erec', 'clec', 'alec'","'ereccxec', 'erecmaec', 'ljecclec', 'erecalec'",238,2014,25,31380
234,8,1,3,11,9,14.2375704844,26.7720742605,69.6616510444,3370.30024071,104.843830554,13.6924067538,52.8014223273,69.4794253183,13.8400704827,2.36290844359,0.0262985687296,-26.5864782333,4.78885565958,1,133,166.83983955,6.32078591918,102,520,5,2,2,0,2,3,52,0.0,3.0,GPS 27,regme,"'coec', 'cxec', 'quem', 'maec', 'ibec', 'erec', 'epec', 'tnec', 'alec'","'cxecquem', 'cxecepec', 'maecalec', 'cxectnec', 'ereccxec', 'quemibec', 'erecmaec', 'ibecepec', 'quemepec', 'coecibec'",239,2014,25,11700
235,8,1,3,2,3,19.8585420452,31.7956831682,68.6266612574,942.130578769,104.843830554,14.1862385897,52.8806267578,29.5567229358,14.171082183,6.44266781557,0.00380291638239,-3.34594603305,3.58829700391,1,133,83.1213902717,5.47175237141,102,520,4,1,2,0,2,3,42,0.0,3.0,GPS 27,regme,"'qvec', 'ecec', 'cxec'","'qveccxec', 'qvececec'",240,2014,25,12660
236,8,1,3,4,7,10.6861496203,15.3470121504,67.364806193,2057.58437299,50.567688299,1.66999814241,35.4203490229,44.0308688976,1.33345963247,2.18561315538,2.4877132784,-65.2819492528,5.72190765669,1,133,124.389029792,6.77839913905,102,520,5,1,2,0,2,3,52,0.0,3.0,GPS 28,regme,"'coec', 'gyec', 'njec', 'ljec', 'ibec', 'clec', 'mhec'","'mhecclec', 'ljecclec', 'njecgyec', 'coecibec'",241,2014,25,12120
237,8,1,3,6,6,9.62241860174,39.3152217931,67.1747599219,831.042000055,26.8477219396,0.0489691644977,38.3101875326,19.8911609875,0.0606894104754,4.18133193854,0.00275880062121,-62.4786498888,2.54852752845,1,133,52.8855853805,3.972060981,102,520,4,1,2,0,2,3,42,0.0,3.0,GPS 28,regme,"'ecec', 'cxec', 'epec', 'erec', 'qvec', 'tnec'","'qveccxec', 'ereccxec', 'cxecepec', 'qvececec', 'cxectnec'",242,2014,25,20640
238,8,1,3,9,7,5.46772673168,29.4380319129,86.2675269334,751.105502569,39.3244296051,7.89095419509,59.6559749159,24.5420172876,7.941589239,4.19501192259,0.0078447910444,-14.7344248826,1.20623620727,1,133,36.6158586938,3.08801328722,102,520,4,1,2,0,2,3,42,0.0,3.0,GPS 3,regme,"'maec', 'cxec', 'quem', 'epec', 'erec', 'qvec', 'alec'","'cxecquem', 'cxecepec', 'maecalec', 'ereccxec', 'erecmaec', 'qveccxec', 'quemepec', 'erecalec'",243,2014,25,13470
239,8,1,8,2,2,0.550348117201,0.153716295643,14.1864125373,253.383807099,32.8769550844,6.05680071351,11.7899824331,65.337786611,6.03839150631,6.77977609875,0.0268571039364,-0.510927442138,5.74303806174,1,133,86.3313288433,8.39329261821,102,520,3,2,4,0,0,0,30,0.0,3.0,GPS 31,regme,"'ljec', 'gzec'",'gzecljec',244,2014,25,6990
240,8,1,1,2,3,2.63876689644,9.38758720965,58.6875658755,351.933742717,32.8288765471,5.65333031921,27.6458787301,27.4952727908,5.77488029811,4.03724880882,0.015693885098,-0.182588766809,3.00734507286,1,133,65.5814119745,6.98197445111,102,520,3,1,1,0,1,2,31,0.0,3.0,GPS 4,regme,"'qvec', 'cxec', 'epec'","'qveccxec', 'cxecepec'",245,2014,25,44970
241,8,1,1,3,4,2.47121838135,9.96309384858,57.6260341486,336.28619095,32.8288765471,5.25207683541,27.870955739,28.3779000856,5.34247675999,4.65559396847,0.000317577421105,-1.48652982206,3.12743426078,1,133,65.7095815658,7.08549998748,102,520,3,1,1,0,1,2,31,0.0,3.0,GPS 4,regme,"'erec', 'quem', 'cxec', 'tnec'","'ereccxec', 'cxecquem', 'cxectnec'",246,2014,25,45030
243,8,1,3,2,4,3.15502753521,7.58691268247,67.1612473884,180.416899163,17.9291150133,12.897395059,48.0821989,33.5929808034,12.621106056,5.70776487525,0.0569316522554,3.51337203845,1.20841166572,1,133,24.7592934446,1.73584784453,102,520,2,1,2,0,2,3,22,0.0,3.0,GPS 6,regme,"'coec', 'epec', 'cxec', 'ibec'","'cxecepec', 'coecibec'",248,2014,25,13680
244,8,1,2,3,4,6.36723764951,22.2369496811,46.8059899683,885.88873902,99.7174076289,21.1312326661,19.9534221258,89.9597128333,20.3203744621,4.75002707589,0.499272499023,5.94815044305,6.93917899054,1,133,131.701425296,11.8638205583,102,520,4,2,2,0,1,2,41,0.0,3.0,GPS 6,regme,"'qvec', 'epec', 'cxec', 'erec'","'qveccxec', 'ereccxec', 'cxecepec'",249,2014,25,71250
245,8,1,2,2,4,0.00730538197848,1.56171728712,47.6283129248,825.727877512,40.546654444,22.1184272432,21.872478123,168.32658913,22.0541322727,3.70473063013,7.03882907359,-14.4592086795,7.36726393069,1,133,103.320036649,10.043534318,102,520,4,2,2,0,1,2,41,0.0,3.0,GPS 6,regme,"'njec', 'gyec', 'cxec', 'tnec'","'njecgyec', 'cxectnec'",250,2014,25,72210
246,8,1,2,2,3,6.58467000873,21.2716782278,46.8059899683,787.067535894,99.7174076289,20.8712302172,20.6205744123,87.8155743795,20.0506963678,4.98792774579,0.499272499023,5.94815044305,7.10325348575,1,133,124.521424181,11.8801885985,102,520,4,2,2,0,1,2,41,0.0,3.0,GPS 6,regme,"'qvec', 'cxec', 'erec'","'qveccxec', 'ereccxec'",251,2014,25,76410
247,8,1,3,2,4,1.23499831358,14.6941025967,88.7939148528,197.191072056,12.7453036373,1.13657321575,43.8433921085,20.6171983444,1.34329791809,1.88980347891,0.00266242126795,-8.11086464347,1.61230446716,1,133,30.5984066107,2.61032840396,102,520,2,1,2,0,2,3,22,0.0,3.0,GPS 7,regme,"'njec', 'epec', 'cxec', 'mhec'","'cxecepec', 'mhecnjec'",252,2014,25,19770
249,8,1,3,5,6,6.4309358308,28.5861174689,78.6588365472,374.145552225,28.6063798164,2.69746936118,44.6102112161,16.7183415725,2.60329240214,5.46690000425,0.00127931621252,-11.7346569246,1.77506341366,1,133,43.1055315249,2.75558606211,102,520,3,1,2,0,2,3,32,0.0,3.0,GPS 8,regme,"'maec', 'cxec', 'quem', 'epec', 'erec', 'alec'","'ereccxec', 'cxecquem', 'cxecepec', 'maecalec', 'erecalec'",254,2014,25,19410
251,8,1,2,4,7,9.76743624307,57.4287324606,72.9122620848,458.68503851,43.0420800348,3.67073901978,40.8683130242,14.8557662222,3.77158720628,2.11078182006,0.268744417719,-3.29241337086,1.33476479434,1,133,28.6835382633,3.39435636259,102,520,3,1,2,0,2,3,32,0.0,3.0,GPS 9,regme,"'gzec', 'njec', 'ljec', 'erec', 'clec', 'mhec', 'alec'","'mhecclec', 'mhecnjec', 'gzecljec', 'erecalec'",256,2014,25,22380
252,6,3,6,4,5,1.04572293242,0.148314782405,66.2299802333,683.446498923,58.9911482281,14.6803809286,33.1399994933,117.468680343,14.4514824672,4.11065671854,0.000241602494296,-39.1012841059,9.38235874192,0,138,201.189435057,12.6387237796,109,460,4,2,3,0,2,3,42,0.0,3.0,GPS 1,regme,"'qvec', 'epec', 'cxec', 'tnec', 'erec'","'qveccxec', 'ereccxec', 'tneccxec', 'epeccxec'",257,2014,26,6240
253,6,3,6,5,6,6.20443704185,19.3334996438,71.9093365611,894.498783301,30.4218925493,3.09590559494,38.1835299126,48.1162712822,2.6970739523,7.11608725627,0.00317639446294,-66.0460507758,5.75427769012,0,138,142.941176482,9.88844759403,109,460,4,1,3,0,2,3,42,0.0,3.0,GPS 11,regme,"'cxec', 'quem', 'epec', 'erec', 'qvec', 'tnec'","'qveccxec', 'quemcxec', 'tneccxec', 'epeccxec', 'ereccxec'",258,2014,26,1980
254,6,3,1,2,3,-1.33639079518,33.7156755598,55.5110642307,766.346989281,14.3735851504,8.27702454622,30.5641217635,204.712568827,8.26389826765,5.3151109356,36.8517472109,1.6423514607,0.483724897388,0,138,28.5548712752,2.35531287595,109,460,4,3,1,0,2,2,42,0.0,3.0,GPS 18,regme,"'quem', 'cxec', 'epec'","'quemcxec', 'quemepec'",259,2014,26,49410
255,6,3,3,3,5,-0.55099329016,13.295336757,68.7731722133,118.484409187,17.5844440882,6.75980853213,30.8958005186,9.49956746043,6.83808940185,1.43393935328,0.00406020450002,0.44843119537,0.901851981134,0,138,15.7834164183,3.71853349331,109,460,2,1,2,0,2,3,22,0.0,3.0,GPS 26,regme,"'njec', 'mhec', 'cxec', 'tnec', 'epec'","'tneccxec', 'epeccxec', 'njecmhec'",260,2014,26,30660
256,6,3,2,2,4,5.51652556959,18.3295820572,65.1731272728,1260.03414597,25.8456001341,2.21091664046,33.3813559499,36.867336482,1.72002374447,4.34076231749,0.742220410569,-67.284131465,4.37633213194,0,138,113.182269822,6.70264288409,109,460,5,1,2,0,2,3,52,0.0,3.0,GPS 28,regme,"'njec', 'clec', 'ljec', 'gyec'","'ljecclec', 'njecgyec'",261,2014,26,11880
257,6,3,2,2,3,1.38732578162,13.7935372405,65.1731272728,154.770269259,18.6291167722,2.74811868502,35.6951535185,11.8258126211,2.81889332218,4.34076231749,0.00255691360647,-0.957887166136,1.4198179176,0,138,31.0855480902,5.10738413229,109,460,2,1,2,0,2,3,22,0.0,3.0,GPS 28,regme,"'clec', 'ljec', 'mhec'","'ljecclec', 'clecmhec'",262,2014,26,15330
258,6,3,1,3,4,6.18253500986,8.8934180581,67.1734792562,1106.21235989,73.7373736568,0.89976268429,33.7631703434,80.7920076772,0.217828807785,2.91448804825,2.05242066669,-67.14375358,8.43059316511,0,138,182.12617799,10.5796319178,109,460,5,2,1,0,2,3,52,0.0,3.0,GPS 28,regme,"'qvec', 'cxec', 'tnec', 'epec'","'qveccxec', 'tneccxec', 'epeccxec'",263,2014,26,45390
259,6,3,1,2,3,-0.720124447869,3.61656561136,33.9212571434,559.926821155,24.7452555337,16.9285587349,20.0537785822,139.685890194,16.8981983575,5.31967272375,17.3396758195,12.4498621844,0.775066444104,0,138,57.650952378,2.24264151989,109,460,4,2,1,0,1,2,41,0.0,3.0,GPS 3,regme,"'quem', 'cxec', 'epec'","'quemcxec', 'quemepec'",264,2014,26,81600
260,6,3,2,2,3,-1.0553533794,14.3781284661,46.751905072,525.764448396,36.2560554177,20.3793517573,19.6974886508,180.383927458,20.4791500656,4.17644591473,0.350404668109,9.85131831874,0.795252568209,0,138,29.432337571,5.33759335085,109,460,4,2,2,0,1,2,41,0.0,3.0,GPS 6,regme,"'quem', 'ibec', 'epec'","'ibecepec', 'quemepec'",265,2014,26,71940
261,6,3,2,3,4,-0.317681054627,0.284432945955,47.7610718803,265.274960301,45.0069730345,19.1109785153,22.1269676224,63.7556805886,20.4116104089,4.71944638886,1.43026591496,9.85131831874,4.37352873895,0,138,84.8453280253,7.30492840695,109,460,3,2,2,0,1,2,31,0.0,3.0,GPS 6,regme,"'quem', 'cxec', 'tnec', 'epec'","'quemcxec', 'tneccxec', 'epeccxec'",266,2014,26,74490
262,6,3,1,3,4,-0.438197570168,4.14396862896,47.4066090351,525.764448396,45.0069730345,18.7691383675,22.0579008275,160.34884869,19.4051779627,4.31912920101,0.00632819613248,9.85131831874,3.08852275193,0,138,65.099476589,6.29841587514,109,460,4,2,1,0,1,2,41,0.0,3.0,GPS 6,regme,"'qvec', 'quem', 'cxec', 'epec'","'qveccxec', 'quemcxec', 'quemepec'",267,2014,26,76860
263,4,7,4,2,3,0.953946536145,0.532852347951,66.0260342023,439.186994877,34.4897401616,16.9796757848,34.6541443594,85.1322150131,18.0678116428,6.22969039102,0.00119656755571,2.47448664135,5.07588452262,2,144,108.968128597,5.90921689497,62,490,3,2,3,0,2,3,32,0.0,3.0,GPS 1,regme,"'erec', 'maec', 'alec'","'maecalec', 'erecalec'",268,2014,27,1110
264,4,7,1,3,4,2.66215757198,-0.146533657732,65.3360914206,787.241943102,98.5692605329,16.7688547764,34.2912004824,156.58658578,16.3988482594,4.43186324155,0.000456105409802,-34.1715604085,16.4880327917,2,144,240.472908408,17.1959469617,62,490,4,2,1,0,2,3,42,0.0,3.0,GPS 1,regme,"'erec', 'qvec', 'cxec', 'epec'","'cxecqvec', 'cxecepec', 'cxecerec'",269,2014,27,17940
265,4,7,1,3,6,2.4549926639,3.77296474497,66.2297257794,1126.50026595,98.5692605329,16.7949411198,34.3251655711,133.473644027,16.725952143,3.53041027914,0.0761578550671,-34.1715604085,11.5785400609,2,144,205.457460525,11.9912185352,62,490,5,2,1,0,2,3,52,0.0,3.0,GPS 1,regme,"'gyec', 'cxec', 'njec', 'ecec', 'qvec', 'tnec'","'njecgyec', 'ececqvec', 'cxectnec'",270,2014,27,19170
267,4,7,1,2,3,-1.4604569706,-1.46490673387,9.1148064301,337.881668818,40.0962037843,22.553245399,6.8929689955,119.66422168,24.1252256935,4.57876394684,0.860600641218,11.2157391147,6.51469011415,2,144,83.1183570418,7.55592731932,62,490,3,2,1,0,0,0,30,0.0,3.0,GPS 11,regme,"'qvec', 'ecec', 'cxec'","'cxecqvec', 'ececqvec'",272,2014,27,82740
268,4,7,1,2,4,8.13380704781,7.03293301319,9.30488344881,337.881668818,40.0962037843,21.2022614196,7.45840069257,103.798720826,21.8964944128,5.28425300317,3.33046378156,10.6281409782,5.24352257517,2,144,57.1738441875,5.28346505825,62,490,3,2,1,0,0,0,30,0.0,3.0,GPS 11,regme,"'qvec', 'maec', 'ecec', 'alec'","'maecalec', 'ececqvec'",273,2014,27,83280
269,4,7,1,2,3,2.24348877232,51.7723374081,62.7289222847,260.360026551,25.3934335592,4.70034301743,29.0129234017,10.5749339469,4.74027376232,5.02663856113,0.000430780853906,-2.84299409827,1.19198380593,2,144,28.6195836581,3.79844237288,62,490,3,1,1,0,1,3,31,0.0,3.0,GPS 13,regme,"'qvec', 'ecec', 'cxec'","'cxecqvec', 'ececqvec'",274,2014,27,40770
270,4,7,1,2,3,1.06405939222,10.0283205948,35.0932360444,69.2865328757,20.7597605517,13.4848409974,24.9989100129,8.07242045447,13.5657398685,5.41672508145,0.00212634992142,10.4117313531,0.842212413006,2,144,15.5269288543,2.60445910718,62,490,2,1,1,0,1,2,21,0.0,3.0,GPS 14,regme,"'clec', 'ljec', 'mhec'","'clecmhec', 'clecljec'",275,2014,27,78300
271,4,7,1,2,2,7.36035282919,58.0384568476,57.1847529457,772.05785508,58.6834647222,14.6234933568,29.2563032439,40.9567178143,14.7827168789,2.16779717861,5.69478134463,4.74189322722,3.63829809742,2,144,91.8395697825,5.96746930753,62,490,4,1,1,0,1,2,41,0.0,3.0,GPS 24,regme,"'njec', 'gyec'",'njecgyec',276,2014,27,36030
272,4,7,1,3,4,-0.92225511004,48.9285298251,41.3884781137,195.848761491,38.2564897134,24.6280533184,18.4912702601,13.2700438661,24.9575186035,3.72378792803,4.71734466801,16.2233184494,1.47210796393,2,144,21.7143542309,5.54047672514,62,490,2,1,1,0,1,2,21,0.0,3.0,GPS 27,regme,"'qvec', 'cxec', 'tnec', 'epec'","'cxecepec', 'cxecqvec', 'cxectnec'",277,2014,27,74370
273,4,7,4,2,3,3.50812457558,9.96316340471,65.1722243419,206.566236817,26.4543583403,2.15540228653,35.4505823273,16.5476539013,2.29042053014,4.35163288155,0.0270221794072,-2.44781426693,2.23574175599,2,144,48.0426882392,5.91585199888,62,490,3,1,3,0,2,3,32,0.0,3.0,GPS 28,regme,"'clec', 'ljec', 'mhec'","'clecmhec', 'clecljec'",278,2014,27,10740
274,4,7,1,2,3,8.28627203711,23.0200381409,64.7271480488,1338.39987877,70.4155972353,3.23555412932,28.2653323782,168.472397305,3.88949966704,4.83158012522,29.4643969101,-18.4507413919,8.76609237518,2,144,126.45751379,8.02894845645,62,490,5,2,1,0,1,3,51,0.0,3.0,GPS 28,regme,"'njec', 'gyec', 'mhec'","'mhecnjec', 'njecgyec'",279,2014,27,19410
275,4,7,1,2,3,11.7018273476,46.7986140163,64.0574346935,1039.11742902,104.156647389,14.0849825161,30.7996786808,27.4014664473,14.4453682868,5.02607541371,0.0295881374169,5.00001989568,4.61351987842,2,144,123.502554808,11.2721007416,62,490,5,1,1,0,2,3,52,0.0,3.0,GPS 29,regme,"'qvec', 'cxec', 'epec'","'cxecepec', 'cxecqvec'",280,2014,27,80400
276,4,7,1,2,3,8.72701715924,29.4417702343,63.0948103059,929.148389981,104.156647389,13.9965767748,30.6173000896,34.8619880865,14.7193645461,5.74210505017,0.00302223492187,4.81388960076,5.87065283583,2,144,148.134413896,12.2036780187,62,490,4,1,1,0,2,3,42,0.0,3.0,GPS 29,regme,"'erec', 'cxec', 'tnec'","'cxecerec', 'cxectnec'",281,2014,27,81600
277,4,7,1,7,7,2.225667809,13.1425001773,86.3170324537,99.3907197558,19.9073568316,10.6757560049,52.1729449616,8.80438737,10.6944655302,2.38229597621,0.014768100899,1.2774559836,0.613028050888,2,144,10.1889181405,2.07344529875,62,490,2,1,1,0,2,3,22,0.0,3.0,GPS 3,regme,"'maec', 'cxec', 'ljec', 'epec', 'erec', 'alec', 'gzec'","'cxecepec', 'maecerec', 'cxecerec', 'ljecgzec', 'erecalec'",282,2014,27,13860
279,4,7,1,2,3,1.38645062752,5.44465613107,14.143124903,883.650963817,28.4923263456,12.538535557,11.4396569651,79.7584925039,13.1855625968,7.24689859115,0.104501718231,-48.4751415049,6.04197958089,2,144,146.828150669,10.1976600392,62,490,4,2,1,0,0,0,40,0.0,3.0,GPS 31,regme,"'njec', 'gyec', 'mhec'","'mhecnjec', 'njecgyec'",284,2014,27,13950
280,4,7,1,4,5,5.08331166377,47.5335937495,61.1759217614,334.353267348,33.2012795868,9.06651570432,31.7922100201,12.0706138211,9.15810882857,6.65899029884,0.000860343803216,4.38151194348,1.63251091082,2,144,40.7718338177,3.78767441465,62,490,3,1,1,0,2,3,32,0.0,3.0,GPS 32,regme,"'erec', 'qvec', 'cxec', 'tnec', 'epec'","'cxecqvec', 'cxecepec', 'cxecerec', 'cxectnec'",285,2014,27,25170
281,4,7,1,2,3,-1.13087428315,-1.76980197879,51.9793929909,255.011792209,32.2717705865,14.6472448234,29.467954295,160.295142685,15.340949824,4.81757309672,105.766405518,3.7006928717,6.94578012778,2,144,53.3530829656,7.34694185059,62,490,3,2,1,0,1,2,31,0.0,3.0,GPS 32,regme,"'njec', 'clec', 'mhec'","'mhecnjec', 'clecmhec'",286,2014,27,84180
282,4,7,1,4,7,11.484199008,74.5571741121,58.9843144003,753.826233342,52.4710423661,5.15647427218,30.5482922727,13.6483993453,5.31488295758,3.31180131638,0.000721986726374,-37.4499962574,2.42121270815,2,144,55.2831056923,5.38952913008,62,490,4,1,1,0,2,2,42,0.0,3.0,GPS 4,regme,"'ecec', 'njec', 'ljec', 'qvec', 'clec', 'gzec', 'mhec'","'mhecnjec', 'ececqvec', 'clecmhec', 'ljecgzec'",287,2014,27,21180
283,4,7,1,3,4,0.665734256688,18.391248153,68.5864086021,401.916517538,20.1018741501,2.7915887825,35.933464342,18.2436167248,3.12350609693,3.67052640183,0.000826927372296,-21.1937995843,2.18290549515,2,144,46.6733867931,5.3538081641,62,490,3,1,1,0,2,3,32,0.0,3.0,GPS 5,regme,"'qvec', 'cxec', 'tnec', 'epec'","'cxecepec', 'cxecqvec', 'cxectnec'",288,2014,27,56370
284,4,7,1,3,5,-0.824297260031,43.6931076534,50.6384339745,218.167413823,35.1895961842,20.2947872117,22.6908166873,10.5616538738,20.3397745046,5.31006979007,0.0196287383925,11.3568461636,1.13845131486,2,144,29.1625610293,6.1728632879,62,490,3,1,1,0,1,2,31,0.0,3.0,GPS 6,regme,"'erec', 'maec', 'epec', 'quem', 'alec'","'quemepec', 'maecerec', 'maecalec'",289,2014,27,72570
285,4,7,1,4,5,0.0312440964534,24.5729676105,49.2419340361,376.194834701,35.4692424249,19.7686866559,23.6783448096,60.7224664408,20.2674798681,4.80891787052,37.0021740447,5.67774173415,3.7221164086,2,144,54.7311298155,5.51618716976,62,490,3,2,1,0,1,2,31,0.0,3.0,GPS 6,regme,"'qvec', 'quem', 'cxec', 'tnec', 'epec'","'cxecquem', 'cxecepec', 'cxecqvec', 'cxectnec'",290,2014,27,74280
286,4,7,1,3,4,3.2064698432,26.2552306074,70.8184833884,400.493394341,17.979929089,2.76001594987,36.7924754364,47.6972704675,2.71667392977,4.38465841271,0.0120580765919,-0.233845064777,0.73957326032,2,144,31.1979994671,3.10852803747,62,490,3,1,1,0,2,3,32,0.0,3.0,GPS 9,regme,"'epec', 'quem', 'cxec', 'ibec'","'cxecepec', 'quemepec', 'ibecepec'",291,2014,27,41670
287,12,5,12,3,4,0.96335908556,-0.105839877301,66.2591301241,683.632361882,79.4867932187,18.2313638492,36.1165883959,127.382396636,18.163188194,4.56406771646,0.0178721104588,-31.8722278195,10.2648426048,1,161,225.048802648,14.8802935099,122,940,4,2,4,0,2,3,42,0.0,3.0,GPS 1,regme,"'erec', 'cxec', 'tnec', 'epec'","'cxecerec', 'epeccxec', 'cxectnec'",292,2014,41,1710
288,12,5,4,2,3,-0.807906797199,56.9602962032,10.5677866838,275.615195343,50.2483616458,37.8260555329,7.18468142397,14.4805152625,37.6936611989,3.36658700586,0.0377292007768,29.1825191183,1.60231068252,1,161,30.7664069076,4.82610301566,122,940,3,1,3,0,0,0,30,0.0,3.0,GPS 1,regme,"'njec', 'gyec', 'mhec'","'mhecnjec', 'njecgyec'",293,2014,41,78900
